name,description,link_url,image_url
Curve Cylinder Pendant Magnetic Track Light,"Elegent body coating and antiglare cover. Thanks to the length adjustable cable, the magnetic pendant works smooth in different spaces. Comfortable lighting without glare. Minimal glare and multiple light beams.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveCylinderPendantMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Curve Meteor Magnetic Track Light,"Not only for decoration, it's professional in atmosphere creation by precious light control. Thanks to the length adjustable cable, the magnetic pendant works smooth in different spaces. Comfortable lighting without glare.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveMeteorMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Curve Glowball Magnetic Track Light,"Our Curve Glowball Series Magnetic Track Light is designed for decorative and general lighting. The diffuse spherical glass lens yields a smooth uniform light output, and the fixture is available as both a pendant or surface mounted to our 24V magnetic track system.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveGlowballMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Curve Cylinder Spot Magnetic Track Light,Two sizes with three different beam angles. Junction arm integrated in the spotlight’s body to keep the barycentre aligned with the track.This junction arm allows 360° rotation in horizontal direction and 90° rotation in vertical direction.,https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveCylinderSpotMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Curve Square Spot Magnetic Track Light,"Square shape with three different beam angles. The junction arm is integrated in the Spots body, keeping the body centered on the track while allowing for 360° rotation along the horizontal plane and 90° rotation along the vertical plane.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveSquareSpotMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Curve Round Spot Magnetic Track Light,"The Curve Round Spot series is available in two sizes and is designed to work with our Curve Magnetic Track System. The junction arm is integrated in the Spots body, keeping the body centered on the track while allowing for 360° rotation along the horizontal plane and 90° rotation along the vertical plane. The fixture is available in three beam angles.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CurveRoundSpotMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Straight Magnetic Track Profile Recessed With Flange,"This magnetic track is Recessed with Flange. It isn't just about track rail, it’s also about creating unique lighting configurations.Thanks to different types of corners, the geometrical possibilities really are endless. Light components, ranging from linear, wall washer to adjustable spotlights and decorative pendants snap in the track magnetically,without tools. Standard length is available in 1, 2 & 3 meter sections.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/MagneticTrackProfileRecessedWithFlange.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Straight Magnetic Track Profile,"The ultimate in modern aesthetics. It isn't just about track rail, Material it’s also about creating unique lighting configurations.Thanks to different types of corners, the geometrical possibilities really are endless. Light components, ranging from linear, wall washer to adjustable spotlights and decorative pendants snap in the track magnetically,without tools. Standard length is available in 1, 2 & 3 meter sections and can be surface, recessed or pendant mounted.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/MagneticTrackProfile.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Dot Series Straight Magnetic Track Light,"The dot series is ideal for spot lighting. This design features a deep antiglare spot lens that allows for multiple beam angles, and is available in different wattages and lengths with elegant clean body.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/DotSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
LIN Series Straight Magnetic Track Light,The LIN series is a linear lighting solution designed to work with our Magnetic Track System. It features a low glare diffused lens and is available in several different wattage/ length combinations all housed in an elegant body.,https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/LINSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Cylinder Pendant Series Straight Magnetic Track Light,"Elegent body coating and antiglare cover. Thanks to the length adjustable cable, the magnetic pendant works smooth in different spaces. Comfortable lighting without glare. Minimal glare and multiple light beams.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CylinderPendantSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Meteor Pendant Series Straight Magnetic Track Light,"Not only for decoration, it's professional in atmosphere creation by precious light control. Thanks to the length adjustable cable, the magnetic pendant works smooth in different spaces. Comfortable lighting without glare.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/MeteorPendantSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Bell Pendant Series Straight Magnetic Track Light,"The bell pendant is for decoration and general lighting. Elegant body coating. 65° beam angle. Comfortable lighting without glare. Thanks to the length adjustable cable, the magnetic pendant works smooth in different spaces.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/BellPendantSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Glowball Series Straight Magnetic Track Light,"Our Glowball Series Magnetic Track Light is designed for decorative and general lighting. The diffuse spherical glass lens yields a smooth uniform light output, and the fixture is available as both a pendant or surface mounted to our 24V magnetic track system.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/GlowballSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Cylinder Spot Series Straight Magnetic Track Light,Two sizes with three different beam angles. Junction arm integrated in the spotlight’s body to keep the barycentre aligned with the track.This junction arm allows 360° rotation in horizontal direction and 90° rotation in vertical direction.,https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/CylinderSpotSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Square Spot Series Straight Magnetic Track Light,"Square shape with three different beam angles. The junction arm is integrated in the Spots body, keeping the body centered on the track while allowing for 360° rotation along the horizontal plane and 90° rotation along the vertical plane.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/SquareSpotSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Round Spot Series Straight Magnetic Track Light,"The Round Spot series is available in two sizes and is designed to work with our Magnetic Track System. The junction arm is integrated in the Spots body, keeping the body centered on the track while allowing for 360° rotation along the horizontal plane and 90° rotation along the vertical plane. The fixture is available in three beam angles.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/RoundSpotSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Fold Series Straight Magnetic Track Light,"The fold series can be used as a spotlight or a wall washer. The elegant design comes with either an antiglare spotlight lens which is available in several beam angles, or a soft diffused lens. The Fold series also features a adjustable head with 90° range of motion, and mounts on our 24V magnetic track system.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/FoldSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Adjustable Ring Series Straight Magnetic Track Light,90 degree foldable and elegant circle design. Three different anti-glare spot lens and diffused glare lens to achieve multiple light beams.,https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/AdjustableRingSeriesMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Jasper Straight Magnetic Track Light,"Our Jasper Magnetic Track Light is designed for decorative and general lighting. Different inner and outer finish color. Semi spherical shape yields a smooth uniform light output, The fixture is available as pendant mounted to our 24V magnetic track system.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Track/JasperStraightMagneticTrackLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
WAI Acoustic Pendant Light,"The WAI pendant light comes in Y-shaped form. Available in multiple sizes to fit the scale, proportions and light output requirements of the project. Available in direct or direct and indirect light distributions. Acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/WAIPendantLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
TRIA Pendant Light-Acoustic,"The TRIA pendant comes in geometric triangle forms. Available in multiple sizes to fit the scale, proportions and light output requirements of the project. Optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/TRIAPendantLight-Acoustic.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRD) Vicky Ring Downward Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating downward. It is available in sizes ranging from 23.6”(dia.) up to 196.9”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/VRDVickyRingDownwardAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRO) Vicky Ring Outward Light Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its outer surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). Aluminum body construction. Central canopy suspension is standard, with direct suspension and surface mounted as options.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/VROVickyRingOutwardLightAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
(VRI) Vicky Ring Inward Light Acoustic Light,"The Vicky Ring light is a unique ring style light with an LED light source illuminating from its inner surface. It is available in sizes ranging from 23.6”(dia.) up to 59”(dia.). This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/VRIVickyRingInwardLightAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Focus Acoustic Panel,The Focus Acoustic panel offers the FOCUS family in sizes ranging from 11.8”.(dia.) up to 47.2”.(dia.) decoration. Aluminum body constructions. Working harmoniously with acoustic materials to reduce the noise-levels in any space. Maximizes surface area to absorb sound waves and improve harmony in the installed space. Flexible installations come in pendant and surface mounted.,https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/FocusAcousticFixture.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Focus Acoustic Only,"The Focus Acoustic Only offers the FOCUS family in sizes ranging from 11.8”.(dia.) up to 47.2”.(dia.). Available in 4 sizes, adopt 12mm ployster fiber or 50mm glass fiber in a range of color options. Maximizes surface area to absorb sound waves and improve harmony in the installed space. Flexible installation comes in pendant. With great acoustic performance,has sound absorbing,non-toxic,non-allergeic and non-irritant characteristics.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/FocusAcousticOnly.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Hexagon Acoustic Panel,"The Hexagon Acoustic Panel features with a hexagon shape. Available in multiple sizes and mountings. This design features aluminum body construction and an optional acoustic system that maximizes surface area to absorb sound waves and improve harmony in the installed space, providing a perfect integration of lighting and acoustic control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/HexagonAcousticFixture.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Hexagon Acoustic Only,"The Hexagon Acoustic Only offers the Haxagon family in sizes ranging from 11.8”.(dia.) up to 47.2”.(dia.). Available in 3 sizes, adopt 12mm ployster fiber or 50mm glass fiber in a range of color options. Maximizes surface area to absorb sound waves and improve harmony in the installed space. Flexible installation comes in pendant. With great acoustic performance,has sound absorbing,non-toxic,non-allergeic and non -irritant characteristics.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/HexagonAcousticOnly.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Corrugated Acoustic Light,"The Corrugated acoustic light is made up of a sound absorbing polyester fiber materials. It is a new materials that integrate sound absorbing, heat insulation and decorative effects. The corrugated surface allows for various frequencies of sound to be absorbed within a space. Deep anti-glare cup optic design is for better glare control.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/CorrugatedAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Wingsuit Acoustic Light,"The Wingsuit Acoustic Light is a high-performing, sound-absorbing LED pendant luminaire with a wing appearance. The acoustic light is made up of a sound absorbing polyester fiber materials. It is a new materials that integrate sound absorbing, heat insulation and decorative effects. Deep anti-glare cup optic design is for better glare control. Direct and indirect distributions.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/Acuostic/WingsuitAcousticLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Selectable ECO Vision Strip Light,"ABOVE ALL lighting’s VISION LED strip light has a sleek design with a diffuser lens. Wide size is ideal to replace the 2-lamp T8. Standard lengths come in 4ft and 8ft. Wide lumen range from 4,000lm to 11,000lm with high efficiency up to 143LPW. CCT and wattage selectable. Built-in sensor is available. Optional accessories include reflector, wire guard, V-hook and quick surface mount kits. It can be widely used in stairwells, warehouses, offices, garages, shop displays , and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/SelectableECOVisionStripLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
ECO Vision Strip Light,"ABOVE ALL lighting’s ECO VISION STRIP has a sleek design with a diffuser lens. 135LPW with high efficiency performance and a wide lumen range from 2,700lm to 11,000lm, the ECO VISION STRIP comes in standard lengths of 4ft and 8ft. Built-in sensor is available . Optional accessories include reflector, wire guard, V-hook and quick surface mount kits. It can be widely used in stairwells, warehouses, offices, garages, shop displays, and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/ECOVisionStripLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Vision Strip Light,"Above All Lighting’s Vision LED strip light has a sleek design with a diffuser lens. Optical accessories include EBU and motion sensor. It can be used in stairwells, warehouses, offices, garages, shop displays, and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/VISIONLEDSTRIPLIGHT.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Vision Strip Light With Emergency Battery Back Up,"Above All Lighting’s Vision LED strip light has a sleek design with a diffuser lens. Optical accessories include EBU and motion sensor. It can be used in stairwells, warehouses, offices, garages, shop displays, and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/VisionLEDStripLightWithEmergencyBatteryBack.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
GEN3 CCT/Wattage Selectable Slim strip light,"ABOVE ALL lighting’s LED Slim Strip features a slim, low-profile and traditional design with diffused lens. Comes in 4ft and 8ft. Color temperature selectable, 3000K, 3500K and 4000K in one fixture. 130LPW is standard. 150LPW is for option. Microwave motion sensor and up-light reflector are available. It can be widely used in warehouse, office, garage, display shop and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/GEN3SlimStripLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
GEN2 Slim Strip Light,"ABOVE ALL lighting’s LED Slim Strip features a slim, low-profile and traditional design with diffused lens. Comes in 2ft, 4ft and 8ft. 130LPW is standard. Microwave motion sensor and up-light reflector are available. It can be widely used in warehouse, office, garage, display shop and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/GEN2SlimStripLight.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Standard Strip With Motion Sensor,"ABOVE ALL lighting’s LED strip have a traditional design with diffuser lens.Optional accessories include, EBU and motion sensors. It can be used in warehouse, office, garage, display shop and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/LEDSTDSTRIPWITHMOTIONSENSOR.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Standard Strip,"ABOVE ALL lighting’s LED strip have a traditional design with diffuser lens.Optional accessories include, EBU and motion sensors. It can be used in warehouse, office, garage, display shop and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/LEDSTDSTRIP4FTand8FT.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Standard Strip With Emergency Battery Back Up,"ABOVE ALL lighting’s LED strip have a traditional design with diffuser lens.Optional accessories include, EBU and motion sensors. It can be used in warehouse, office, garage, display shop and other commercial applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDSTRIP/LEDSTDSTRIP4FTand8FTwithEBU.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Heavenly Linear High Bay With Wattstopper Motion Sensor,"The HEAVENLY Linear High Bay is an attractive, durable and high efficient solution for a variety of industrial and commercial applications. The extruded aluminum construction enables optimal thermal control and longer system life in complex environments such as 65 ̊C ambient temperature. Motion sensor wireless control unit, emergency battery backup are available. Modular design, multiple lens configurations and numerous mounting options allow for precise light positioning putting the light exactly where you need it.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/HeavenlyLinearHighBayWithMotionSensor.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Heavenly Linear High Bay,"The HEAVENLY Linear High Bay is an attractive, durable and high efficient solution for a variety of industrial and commercial applications. The extruded aluminum construction enables optimal thermal control and longer system life in complex environments such as 65 ̊C ambient temperature. Motion sensor wireless control unit, emergency battery backup are available. Modular design, multiple lens configurations and numerous mounting options allow for precise light positioning putting the light exactly where you need it.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/HeavenlyLinearHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Linear High Bay,"LED High Bay Light fixture is for indoor industrial applications, wattages include 120W, 150W and 185W. They are designed to replace T8 and T5 fluorescent as well as HID fixtures. Heavy gauge steel body with welded frame construction resists twisting and bowing. Universal voltage 120-277V, 0-10V driver for optional controls. Damp location use, easy installation and 10 years warranty.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/LEDLinearHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Linear High Bay With Motion Sensor,"LED High Bay Light fixture is for indoor industrial applications, wattages include 120W, 150W and 185W. They are designed to replace T8 and T5 fluorescent as well as HID fixtures. Heavy gauge steel body with welded frame construction resists twisting and bowing. Universal voltage 120-277V, 0-10V driver for optional controls. Damp location use, easy installation and 10 years warranty.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/LEDLinearHighBay-copy.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
GEN.3 LED Linear High Bay,"The GEN.3 LED Linear High Bay comes in 2ft and 4ft, up to 54,000 lumen output. Sheet iron design, better cooling. 4000K and 5000K selectable. It is an ideal replacement for induction lamp, metal halide or HID lamp. For use in light Industrial applications such as workshop, warehouse, indoor stadium, etc.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/GEN3LEDLinearHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
GEN.3 UFO High Bay,"The GEN.3 LED UFO High Bay Light is for workshop, warehouse, indoor stadium and other industrial applications. It is an ideal replacement for Induction lamp, metal excellent thermal management in one-piece structure by die-casting technology. halide or HID lamp, pure aluminum heat sink enables the lumen efficacy higher with",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/GEN3UFOHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
GEN.2 UFO High Bay,"The GEN.2 LED UFO High Bay Light is for workshop, warehouse, indoor stadium and other industrial applications. It is an ideal replacement for Induction lamp, metal halide or HID lamp, pure aluminum heat sink enables the lumen efficacy higher with excellent thermal management in one-piece structure by die-casting technology.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/GEN2LEDUFOHIGHBAY.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Moon Series Low Bay,"The moon series offers a high-performance solution for the most demanding applications packaged in a unique and easy to install design . With different precision refractive optical lenses and versatile mounting options including post top , low bay, parking garage, and gas station canopy, this luminaire can be used in many applications such as pedestrian street, factories, schools, gardens, courtyards, hotels, parking lots, and public parks.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/LEDMOONSERIESLOWBAY.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
UFO High Bay,"LED UFO High Bay Light is for workshop, warehouse, indoor stadium or other industrial place. It is an ideal replacement for Induction lamp, metal halide or HID lamp, pure aluminum heat sink enables the lumen efficacy higher with excellent thermal management in one-piece structure by cold-forging technology.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/LEDUFOHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
MAX UFO High Bay,"MAX LED UFO High Bay Light is for workshop, warehouse, indoor stadium and other industrial applications. It is an ideal replacement for Induction lamp, metal halide or HID lamp from 800W to 1500W. Pure aluminum heat sink enables the lumen efficacy higher with excellent thermal management in one-piece structure by cold-forging technology.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDHIGHBAYLOWBAY/HighPowerUFOLEDHighBay.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Door Frame Retrofit Kits 2x4,"LED troffer retrofit kit DL series is designed without any black spots at the ends of the lens. It is suitable for office, hospital, and retails environments. The fixture is one piece and enclosed steel framed bracket. It is designed to upgrade fluorescent light fixture. Fully integrated reversible hinged. Assembly allows for rapid troffer conversion. Upgrade to modern full distribution architectural aesthetics providing controlled very soft, very well uniform light distribution. Easy installation and don’t need to remove existing fixture housing. Available in both 2x2 and 2x4 configurations.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDRETROFITKITS/DLCPLEDTrofferRetrofitKit-DL2x4.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Door Frame Retrofit Kits 2x2,"LED troffer retrofit kit DL series is designed without any black spots at the ends of the lens. It is suitable for office, hospital, and retails environments. The fixture is one piece and enclosed steel framed bracket. It is designed to upgrade fluorescent light fixture. Fully integrated reversible hinged. Assembly allows for rapid troffer conversion. Upgrade to modern full distribution architectural aesthetics providing controlled very soft, very well uniform light distribution. Easy installation and don’t need to remove existing fixture housing. Available in both 2x2 and 2x4 configurations.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDRETROFITKITS/LEDTrofferRetrofitKit-DL2x2.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Linear Strip Retrofit Kit,"The Linear Strip Retrofit Kit is designed to retrofit the existing T8 and T12 fluorescent strip, wrap, vapor lights, troffer and other linear fixtures. High efficiency, energy saving and easy-to-install.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LEDRETROFITKITS/LEDLINEARSTRIPRETROFITKITSERIES.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Selectable Flat Panel,"The selectable flat panel features edge-lit and PMMA light guide plate design, slim and low profile enables superior uniformity. Comes in 2x2, 2x4 and 1x4 configurations. Ideal for standard T-bar and narrow grid drop ceiling to replace the fluorescent troffer in offices, supermarkets, schools and other indoor applications.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/SELECTABLEFlatPanel.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Flat Panel,"LED flat panel is designed for standard T-bar and narrow grid drop ceiling to replace fluorescent fixtures in offices, supermarkets, schools and other indoor applications. The edge-to-edge design enables even light distribution, simple but beautiful and easy for installation. Energy saving, long life span and low maintenance.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/LEDFlatPanel2x2.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Flat Panel With EBU,"LED flat panel is designed for standard T-bar and narrow grid drop ceiling to replace fluorescent fixtures in offices, supermarkets, schools and other indoor applications. The edge-to-edge design enables even light distribution, simple but beautiful and easy for installation. Energy saving, long life span and low maintenance.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/LEDFlatPanel2x2WithEBU.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Back-lit Flat Panel,"The Back-lit LED flat panel is designed for standard T-bar and narrow grid drop ceiling to replace the fluorescent troffer in offices, supermarkets, schools and other indoor applications. The back-lit, slim and low profile design enables superior uniformity.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/Back-litLEDFlatPanel.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
Selectable Back-Lit Flat Panel,"The selectable flat panel features back-lit design. Comes in 2x2, 2x4 and 1x4 configurations. Ideal for standard T-bar and narrow grid drop ceiling to replace the fluorescent troffer in offices, supermarkets, schools and other indoor applications",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/SelectableBack-LitFlatPanel.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
SKY Flat Panel,"The SKY LED flat panel is designed for standard T-bar and narrow grid drop ceiling to replace fluorescent fixtures in offices, supermarkets, schools and other indoor applications. The Edge Lit design enables even light distribution, simple but beautiful and easy for installation. Energy saving, long life span and low maintenance.",https://www.abovealllighting.com/product/LED-INDOOR-FIXTURE/LED-Flat-Panel/SKYLEDFlatPanel.html,https://www.abovealllighting.com/Uploads/202302/CCT_FRAME_LED_LIGHTNEW500X500.png
